,respondentname,hmda_id,advertiser,advertiser_id,score
90149,ENVOY MORTGAGE  LTD.,7-1635900004,,,
90151,4TRUST MORTGAGE  INC.,7-1643100002,,,
90176,INTERLINC MTG  INC,7-1818200008,,,
90192,GENWORTH FINANCIAL HOME EQUITY,7-20-0142846,,,
90193,VILLAGE CAPITAL & INVESTMENT,7-20-0192872,,,
90194,PRIORITY FUNDING LLC,7-20-0193314,RSL Funding,99004,85.10243394
90195,RATE ONE  INC THE MORTGAGE PEO,7-20-0217752,,,
90196,PRYSMA LENDING GROUP LLC,7-20-0236095,,,
90197,URBAN FINANCIAL GROUP,7-20-0304793,,,
90199,TRIDENT MORTGAGE COMPANY LP,7-20-0378305,TRIDENT MORTGAGE,121243,93.95903084
90200,EVB MORTGAGE LLC,7-20-0443298,,,
90202,HOMEOWNERS FINANCIAL GROUP USA,7-20-0640473,HOMEOWNERS FIN GROUP,114212,92.84004488
90211,1ST ALLIANCE LENDING  LLC,7-20-2053401,,,
90217,SEMPER HOME LOANS  INC,7-20-2485875,,,
90219,AVELO MORTGAGE  L.L.C,7-20-2657082,,,
90220,CHOICE LENDING CORP,7-20-2684905,Choice Lending Corp,182138,100
90223,GARDNER FINANCIAL SERVICES LTD,7-20-2749403,,,
90226,MAIN STREET HOME LOANS,7-20-3135690,,,
90229,FUNDING RESOURCES MORTGAGE CO,7-20-3708208,,,
90232,DOUGHERTY MORTGAGE LLC,7-20-4273610,KB MORTGAGE,11334,82.8621879
90235,CAPGROW HOME MORTGAGE,7-20-4515212,,,
90241,CLASSIC HOME FINANCIAL  INC.,7-20-5289615,,,
90242,UNITED FIDELITY FUNDING CORP,7-20-5439763,,,
90246,GENEQUITY MORTGAGE  INC,7-20-5741925,,,
90249,VENTA FINANCIAL GROUP INC,7-20-8083209,MBA Financial,19735,83.14308733
90254,HALLMARK HOME MORTGAGE,7-20-8549934,Hallmark Home Mortgage,114049,100
90256,EQUITY MORTGAGE BANKERS LLC,7-20-8978372,Equity Home Mortgage,45724,83.97320963
90262,CMCO MORTGAGE  LLC DBA HOME LE,7-2070100003,Austinloanguy.Com,35007,83.51876497
90267,LANDOVER MORTGAGE,7-2119500009,,,
90284,ATLANTIC HOME LOANS  INC.,7-22-3665409,,,
90289,INTERMOUNTAIN INDUSTRIES INC,7-2268900017,,,
90294,RESMAC  INC.,7-23-3943038,,,
90307,WCS LENDING  LLC,7-26-0001165,US LENDING,8710,94.03902735
90313,NDFC CAPITAL CORP.,7-26-0371050,FFC Capital,171113,90.9565047
90314,SENTE MORTGAGE INC,7-26-0402100,Lynmar Lending Group,75914,80.93463506
90320,GOLDEN EQUITY MORTGAGE CORP,7-26-1104492,HEM Home Equity Mortgage,65384,88.11615786
90323,MOUNT OLYMPUS MORTGAGE COMPANY,7-26-1242154,,,
90324,ROYAL UNITED MORTGAGE LLC,7-26-1773722,United Mortgage Partners,100103,89.62875683
90326,EQUITY LOANS  LLC,7-26-2053389,,,
90330,CALIBER FUNDING LLC,7-26-2684331,Caliber Funding,91899,100
90331,NEIGHBORHOOD MORTGAGE SOLUTION,7-26-2689428,Neighborhood Mortgage,38069,82.98542717
90333,GMH MORTGAGE SERVICES LLC,7-26-3295749,KB MORTGAGE,11334,91.21355506
90334,POTOMAC MORTGAGE GROUP LLC,7-26-4030355,,,
90335,PLEASANT VALLEY HOME MORTGAGE,7-26-4418238,Pleasant Valley Home Mortgage,109173,83.23066469
90336,HANCOCK MORTGAGE PARTNERS LLC,7-26-4461592,Ebank Mortgage,64569,88.60456398
90337,GENERATION MORTGAGE COMPANY,7-27-0016233,Generation Mortgage,74422,100
90338,CONSUMER LOAN SERVICES LLC,7-27-0191461,Shansby Group,25312,84.67598622
90339,BEACH WALK MORTGAGE LLC,7-27-0714383,ACL Mortgage,63018,86.96886624
90340,BERKADIA COMMERCIAL MORTG LLC,7-27-0812934,Berkadia,101395,100
90341,HONOLULU HOMELOANS  INC.,7-27-0894121,Honolulu HomeLoans,160284,90.07772952
90342,FEDTRUST MORTGAGE,7-27-1833860,Entrust Mortgage,45718,86.74561061
90343,SOUTHERN FUNDING ALLIANCE USA,7-27-2182771,,,
90357,RED MORTGAGE CAPITAL  LLC,7-31-1712553,A&D Mortgage,168723,85.18653141
90358,AMCAP MORTGAGE LIMITED,7-32-0016270,Amcap Mortgage Ltd,133718,100
90365,RESIDENTIAL WHOLESALE MORTGAGE,7-33-0594693,Residential Wholesale Mortgage,120352,91.47049631
90370,AMERICAN INTERBANC MTG LLC,7-33-0816610,,,
90373,PINNACLE CAPITAL MORTGAGE CORP,7-33-0865281,,,
90376,OCMBANCORP,7-33-0962918,,,
90387,SUMMIT MORTGAGE  INC,7-35-1956001,,,
90389,KIRKSTON MORTGAGE LENDING LLC,7-35-2061170,Kirkston Mortgage Lending,84549,100
90390,IDEAL HOME LOANS LLC,7-35-2352369,Sierra Home Loans,99402,86.61242034
90394,PERL MORTGAGE  INC.,7-36-3987946,,,
90395,AMERICAN PORTFOLIO MORTGAGE,7-36-4078960,,,
90396,FIRST CENTENNIAL MORTGAGE CORP,7-36-4176531,First Centennial Mortgage,183166,80.98953209
90399,CHICAGO MORTGAGE SOLUTIONS COR,7-36-4485107,,,
90401,SOUTH CENTRAL ILLINOIS MTG LLC,7-37-1400739,,,
90404,NEW PENN FINANCIAL  INC.,7-37-1542226,,,
90405,MEADOWBROOK FINANCIAL MORTGAGE,7-37-1572886,,,
90411,HURON VALLEY FINANCIAL  INC.,7-38-3365241,Huron Valley Financial,136793,100
90413,J VIRGIL INC,7-38-3434023,,,
90426,INLANTA MORTGAGE INC.,7-39-1767726,Inlanta Mortgage Co,74848,83.59059232
90428,COMMONWEALTH MORTGAGE  LLC,7-39-2051009,Community Mortgage Svc,45113,89.04431968
90434,RESCUE MORTGAGE INC,7-41-1820555,,,
90452,PARAMOUNT EQUITY,7-47-0912342,,,
90468,ISERVE RESIDENTIAL LENDING,7-52-2440911,,,
90469,FIRST COLONY MORTGAGE,7-5222209998,,,
90481,MULTI-STATE HOME LENDING INC.,7-54-2161565,,,
90486,MYERS PARK MORTGAGE,7-56-1769429,,,
90489,WYNDHAM CAPITAL MORTGAGE  INC.,7-56-2237729,WYNDHAM CAPITAL MORTGAGE,17218,91.85726145
90499,MILEND  INC.,7-58-2200634,,,
90500,TOWN SQUARE MORTGAGE & INVESTM,7-58-2307082,,,
90501,SOUTHPOINT FINANCIAL SERVICES ,7-58-2363251,,,
90505,BANKLINE MORTGAGE CORPORATION,7-58-2440506,MAINLINE MORTGAGE CO,2398,82.03839582
90506,RESIDENTIAL ACCEPTANCE CORPORA,7-58-2442998,,,
90507,LSI MORTGAGE PLUS,7-58-2546090,,,
90508,SOUTHERN HIGHLANDS MORTGAGE,7-58-2551505,,,
90509,SYNERGY CAPITAL MORTGAGE CORP.,7-58-2679071,,,
90510,WALLICK AND VOLK,7-5807009993,,,
90514,ADVANCE MORTGAGE & INVESTMENT,7-59-3573851,Advance Mortgage & Investment,122109,87.79094347
90517,CENTURY MORTGAGE COMPANY,7-61-1306242,Century Mortgage Co,692,92.13090116
90520,STOCKTON MORTGAGE CORPORATION,7-61-1392032,,,
90523,LENDERLIVE NETWORK  INC.,7-62-1796508,,,
90525,CIS FINANCIAL SERVICES  INC.,7-63-1052225,CS Financial Private Mortgage Banking,134628,93.19310478
90532,SOUTH PACIFIC FINANCIAL CORPOR,7-6469509992,South Pacific Financial Corp,8345,92.9706977
90533,OLD POINT MORTGAGE,7-65-1318080,,,
90536,COOPA/C ASOC DE MAESTROS DE PR,7-66-0202393,,,
90541,COOPERATIVA DE A/C CARIBE COOP,7-66-0215720,,,
90545,COOPERATIVA DE A/C ADJUNTAS,7-66-0220392,,,
90547,COOPERATIVA DE A/C SAN RAFAEL,7-66-0224450,,,
90548,COOP A/C  PADRE MAC DONALD,7-66-0224510,,,
90549,COOP ZENO GANDIA,7-66-0227873,,,
90551,COOPERATIVA DE A/C DEL VALENCI,7-66-0228613,,,
90554,COOPERATIVA DE A/C HATILLO,7-66-0237982,,,
90555,COOPERATIVA DE A/C CAGUAS,7-66-0254756,,,
90556,COOPERATIVA A/C SANTA ISABEL,7-66-0258299,,,
90559,COOP DE A/C JESUS OBRER0,7-66-0267388,,,
90563,COOPERATIVA DE A/C LAS PIEDRAS,7-66-0313273,,,
90564,COOPERATIVA A/C DE MAYAGUEZ,7-66-0324225,,,
90567,BIOPHARMA COOP,7-66-0347008,,,
90570,GEREN-COOP,7-66-0371086,,,
90578,JR MORTGAGE HOME  INC.,7-66-0623839,,,
90586,HR MORTGAGE,7-66-0696278,Era Mortgage,10385,82.15317031
90588,TRUST MORTGAGE CORP.,7-66-0736233,First Trust Mortgage,1405,85.23932692
90589,VIG MORTGAGE CORPORATION,7-66-0737374,Gia Mortgage,55776,88.35800568
90599,METRO MORTGAGE,7-7034900003,Metro Home Mortgage,56669,83.84285829
90622,HOME OWNERS MORTGAGE EQUITY CO,7-7132800009,Home Equity Mortgage Co,1837,80.61367522
90630,HOME FINANCING UNLIMITED  INC.,7-7166300005,,,
90639,ASSURANCE FINANCIAL GROUP  LLC,7-72-1505298,Assurance Group Fin,44371,91.83794276
90641,FIRST CALIFORNIA MORTGAGE,7-72-1545376,,,
90686,HAMILTON MORTGAGE,7-7419800009,Hamilton Mortgage Co,1860,80.93657829
90696,MORTGAGE CONSULTANTS  INC.,7-7464100001,,,
90703,WILLOW BEND MORTGAGE,7-75-2511480,,,
90704,COUNTRYPLACE MORTGAGE,7-75-2585326,,,
90705,SOUTHWEST FUNDING L.P.,7-75-2674544,,,
90706,R.H. LENDING  INC.,7-75-2694910,,,
90734,TEXCORP MORTGAGE BANKERS  INC,7-76-0399555,,,
90735,HOUSTON CAPITAL MORTGAGE,7-76-0500063,,,
90739,AMERICA'S CHOICE HOME LOANS,7-76-0573460,,,
90740,TXL MORTGAGE CORPORATION,7-76-0586058,ATM Mortgage Corp,112,85.1328009
90759,MORTGAGE 1  INCORPORATED,7-7687600009,,,
90760,RIVER CITY MORTGAGE AND FINANC,7-7688900008,River City Mtg & Fin,8078,87.60199878
90799,FIRST REPUBLIC MORTGAGE,7-7918100004,,,
90808,GUARANTEE MORTGAGE CORPORATION,7-80-0051964,Guarantee Mortgage,10843,100
90809,EXCEL MORTGAGE SERVICING  INC.,7-80-0233937,,,
90812,CB&T MORTGAGE,7-84-1303215,CBM Mortgage,158008,89.62621822
90814,WELCOME HOME FINANCE,7-84-1674410,Welcome Home Finance,62739,100
90816,L&G MORTGAGEBANC  INC,7-86-0535483,,,
90820,THE LENDING COMPANY,7-86-0806399,Lending Co,94305,100
90826,RANLIFE,7-87-0682600,,,
90827,AVEX FUNDING,7-87-0691650,,,
90829,MERIDIAS CAPITAL INCORPORATED,7-88-0430482,,,
90831,MORTGAGE DIRECT INC,7-90-0118761,Mortgages Direct,2466,83.29166015
90832,TMBG  INC.,7-91-1741613,Pacific One Mortgage,80777,100
90837,HORIZON NW HOME MORTGAGE,7-91-2191441,,,
90839,WJBRADLEY MORTGAGE CAPITAL COR,7-93-1190071,,,
90843,MORTGAGE TRUST  INC.,7-93-1301081,MORTGAGE TRUST,11608,85.03990398
90845,ALLIANT CAPITAL,7-94-3159818,Callan Capital,112140,84.00398632
90851,MONARCH FUNDING CORP.,7-95-3363852,MCR MORTGAGE,28477,84.57093133
90856,SURETY FINANCIAL SERVICES,7-95-4458743,SET Financial,120486,83.39198587
90858,MORTGAGE CAPITAL ASSOCIATES IN,7-95-4482547,E Mortgage Capital,222246,89.40659853
90861,PROSPECT MORTGAGE LLC,7-95-4623407,,,
90866,FARM CREDIT SERVICES OF HAWAII,7-99-0354748,,,
90868,STERLING NATL MTGE CO.  INC,1-00-3324993,,,
90872,EXCHANGE NATIONAL BANK _TRUST,1-0000000182,,,
90911,1ST NB OF WEATHERFORD,1-0000002477,First National Bank Of Wthrfrd,1579,100
90930,FIRST NB OF BALLINGER,1-0000003533,,,
90991,FIRST NB TEXAS DBA CONVENIENCE,1-0000005750,,,
90992,CITY NATIONAL BANK AND TRUST,1-0000005753,,,
90996,FIRST NATIONAL BANK CENTRAL TX,1-0000005850,First National Bank Of Central TX,27550,100
91005,QUEENSBOROUGH NB&TC,1-0000006207,,,
91011,FIRST NATIONAL BANK OF DRYDEN,1-0000006487,First National Bank & Trust Co Of Newtown,1573,83.54554973
91022,MINERS NB OF EVELETH,1-0000006991,,,
91024,THE FIRST NAT'L B & T OF BA,1-0000007115,,,
91043,FIRST NATL BANK COLD SPRING,1-0000008051,,,
91046,FARMERS & MERCHANTS NB,1-0000008221,Farmers & Merchants State Bank,92994,83.86859076
91095,FNB OF NORTH ARKANSAS,1-0000010406,,,
91132,CENTRAL NB OF POTEAU,1-0000012158,Central National Bank,871,86.75144513
91160,THE FNB OF LONG ISLAND,1-0000013126,,,
91186,THE CITIZENS NB OF WOODSFIELD,1-0000013847,Citizens National Bank,947,80.09377357
91189,NATIONAL EXCHANGE B&T,1-0000013879,National Exchange Bank,185197,90.58638535
91205,NATIONAL BANK OF OHIO,1-0000014203,National Bank At Edwardsville,85193,81.80459303
91216,CNB BANK & TRUST  N.A.,1-0000014347,Onebanc Mortgage,105126,81.92514454
91221,NATIONAL REPUBLIC BK CHICAGO,1-0000014399,,,
91253,COMMUNITY NAT'L BANK & TRUST,1-0000014898,Community Bank & Trust,1005,87.9216269
91256,FRANKLIN NB OF MINNEAPOLIS,1-0000014949,,,
91259,FIRST NAT'L BANK OF BROOKFI,1-0000014993,,,
91261,AMERICAN HERITAGE NATIONAL BAN,1-0000015037,American Heritage Bank,26125,81.22435043
91272,FIRST NATIONAL BANK OF THE LAK,1-0000015309,First National Bank Of AK,46088,91.68951127
91309,CONTINENTAL NB OF MIAMI,1-0000016325,,,
91331,NEW OMNI BANK  N.A.,1-0000016840,,,
91347,FARMERS BANK AND TRUST NA,1-0000017464,,,
91381,GOLDEN BANK-NA,1-0000018558,,,
91432,AMERICAN NB FOX CITIES,1-0000022553,American National Bank Of TX,35234,82.09514045
91437,THOMASVILLE NATIONAL BANK,1-0000022883,,,
91459,BREMER BANK NA (WILLMAR),1-0000023298,,,
91498,CITIZENS NB OF SOUTHWESTERN OH,1-0000023927,,,
91513,SHAUMBURG BANK AND TRUST N.A.,1-0000024150,,,
91540,AMERICAN B & T C N.A.,1-0000024369,,,
91551,VERITEX COMMUNITY BANK  N.A.,1-0000024447,Heritage Community Bank,1915,83.82769653
91567,DAKOTA COMMUNITY BANK & TRUST,1-0000024604,,,
91574,REPUBLICBANKAZ  N.A.,1-0000024636,,,
91595,BANK OF MANHATTAN NA,1-0000024754,,,
91631,FAIRFIELD FS & LA,1-0000700311,,,
91635,KENTUCKY FEDERAL S&L ASSOC,1-0000700458,,,
91638,PROGRESSIVE-HOME FEDERAL SAVIN,1-0000700495,Progressive-Home Federal Savings & Loan,142939,90.1693256
91640,CENTRAL FEDERAL S&L ASSOC,1-0000700529,,,
91651,COLLINSVILLE B&LA,1-0000700904,,,
91657,WINTER HILL BANK  FSB,1-0000701149,Winter Hill Bank,100470,88.10096281
91671,HOMETOWN BK OF THE HUDSON VLLY,1-0000701472,Hometown Bank Of The Hudson Valley,148316,95.62408368
91677,FIRST FSB CHAMPAIGN URBANA,1-0000701611,,,
91678,GREENCHOICE BANK  FSB,1-0000701638,,,
91680,FARMERS & MECHANICS FS&L ASSOC,1-0000701669,,,
91697,LOOMIS FED SAVINGS & LOAN ASSN,1-0000702335,,,
91701,SUNNYSIDE FS & LA OF IRVINGTON,1-0000702397,,,
91705,FIRST FS&LA OF BUCKS CTY,1-0000702457,,,
91715,FIRST FEDERAL S&LA OF HAMMOND,1-0000702692,,,
91719,HANCOCK CTY SVG BK FSB,1-0000702808,,,
91728,FIRST FEDERAL S&L ASSOCIATION,1-0000703019,First Federal Savings/Missouri,18841,83.09089565
91733,WOODRUFF FEDERAL SAV AND LOAN,1-0000703150,Woodruff Federal Savings & Loan,100496,85.12502542
91741,FIRST FED S&L ASSC OF DELTA,1-0000703313,,,
91750,FIDELITY FS AND LA OF DE,1-0000703587,,,
91753,ST TAMMANY HOMESTEAD S&L ASSN,1-0000703691,,,
91758,DOOLIN SECURITY SAVINGS BANK F,1-0000703764,,,
91762,FIRST FS&LA BATH,1-0000703786,,,
91763,FIRST FEDERAL SVG BANK BOSTON,1-0000703835,,,
91767,ANTHEM BANK & TRUST,1-0000703874,,,
91770,LINCOLN FEDERAL SVGS BK OF NE,1-0000703896,,,
91772,FIRST FED CMNTY BK OF BUCYRUS,1-0000703920,,,
91775,MUTUAL FSB OF PLYMOUTH COUNTY,1-0000704032,,,
91778,PEOPLES FSB DEKALB CTY,1-0000704091,,,
91780,FIRST FEDERAL SAVINGS LOAN,1-0000704171,,,
91782,FIRST FED BK OF THE MIDWEST,1-0000704192,,,
91789,ELIZABETHTON FEDERAL SAVINGS B,1-0000704307,,,
91796,LIBERTY FS & LA,1-0000704400,,,
91797,INTER-STATE FS&LA OF KS CITY,1-0000704414,,,
91817,CITIZENS S & L ASSOC FSB,1-0000704846,,,
91823,MASPETH FS&LA,1-0000705138,,,
91825,FIRST CLOVER LEAF BANK  FSB,1-0000705174,First Clover Leaf Bank,83577,91.4587989
91854,FIRST FS&LA PASCAGOULA MOSS PO,1-0000705957,,,
91874,NEW BUFFALO SAVINGS BANK  FSB,1-0000706624,,,
91881,FIRST FS&LA OF SAN RAFAEL,1-0000706896,,,
91884,THE BANK OF MAINE,1-0000706947,,,
91888,INTERAMERICAN BANK  FSB,1-0000707506,Interamerican Bank,2049,89.54220596
91908,WAWEL BANK,1-0000708063,Wawel Bank,121694,100
91933,SOUTHBANK FSB,1-0000708854,,,
91954,ADMIRALS BANK,1-0000713964,Admirals Bank,100756,100
91971,BEN FRANKLIN BANK OF ILLINIOS,1-0000715152,,,
91979,LIBERTY BANK  F.S.B.,1-0000715717,,,
91981,FRANKLIN TEMPLETON B&TC FSB,1-0000715952,,,
91985,UNION COMMUNITY BANK FSB,1-0000716137,Union Community Bank,121366,90.8138787
91990,BOFI FEDERAL BANK,1-0000716456,,,
92014,QUONTIC BANK,1-0000717974,Quontic Bank,154932,100
92040,NEBRASKA BANK OF COMMERCE,1-0000718064,,,
92043,HARBOR COMMUNITY BANK,1-0000718139,,,
92050,AFFILIATED FINANCIAL GROUP  LL,1-26-4693350,,,
92051,FIRST HOPE MORTGAGES INC,1-27-2819596,,,
92054,SOUTH CENTRAL ILLINOIS MTG  LL,1-37-1400739,,,
92060,GUARANTY MORTGAGE SERVICES LLC,1-52-2084053,A&D Mortgage,168723,84.57239162
92078,FIRST GA BK,1-99-0057647,First Bank Of GA,83553,84.35030373
92079,COMMUNITYSOUTH BANK,1-99-0057868,CommunitySouth Bank & Trust,36118,82.46516812
92080,SCB BANK,1-99-0704044,MCB Bank,184833,83.56183521
92081,FEDERAL TRUST BANK FSB,1-99-0708484,,,
92131,HEARTLAND  BANK,2-0000155777,,,
92173,FIRST STATE BANK OF COLORADO,2-0000277053,,,
92197,UNIVEST BANK AND TRUST CO.,2-0000354310,,,
92214,FARMERS & MRCH BK ASHLAND,2-0000398051,,,
92240,SIMMONS FIRST BANK - NE ARK,2-0000471749,,,
92273,FIVE POINTS BANK,2-0000554857,Five Points Bank,124618,100
92286,FIRST MONTANA BANK,2-0000613156,,,
92297,TETON BANKS,2-0000637750,,,
92332,FIRST MISSOURI BANK,2-0000710176,,,
92346,UNION STATE BANK OF EVEREST,2-0000736550,,,
92351,SHANGHAI COMMERCIAL BANK  LTD.,2-0000748665,,,
92373,CECIL BANK,2-0000813572,,,
92375,ALPINE BANK & TRUST CO,2-0000813947,Alpine Banks Of CO,193109,82.00290818
92380,ANB BANK,2-0000828651,ACNB Bank,133433,89.54412518
92382,INDIANA BANK AND TRUST COMPANY,2-0000832470,,,
92391,ELMIRA SVG BK FSB,2-0000861304,,,
92410,HERITAGE STATE BANK,2-0000912578,,,
92448,INTERBANK,2-0001187001,Global Net,114388,100
92481,CUSTOMERS BANK,2-0002354985,Customers,102327,100
92487,SIMMONS FIRST BANK-NW ARK,2-0002493110,,,
92510,TOWER BANK & TRUST,2-0002744063,Onebanc Mortgage,105126,80.79807259
92521,PRIMELENDING  PLAINSCAPITAL CO,2-0002888798,,,
92525,WASHITA MORTAGE INC,2-0002930594,,,
92555,VERUS BANK OF COMMERCE,2-0003322468,Verus Bank Of Commerce,110648,100
92571,BRAND MORTGAGE GROUP LLC,2-0003467828,,,
92572,PACIFIC ENTERPRISE BANK,2-0003490871,,,
92584,COMMUNITY CAPITAL BANK OF VIRG,2-0003626858,,,
92594,FIRST CHICAGO BANK AND TRUST,2-99-0686271,,,
92626,KENTUCKY FARMERS BANK CORP,3-0000000267,,,
92627,MORGANTOWN BANK & TRUST CO INC,3-0000000275,,,
92643,CENTRAL BANK AND TRUST,3-0000000529,,,
92651,TRADERS BANK  INC,3-0000000848,,,
92652,MRCH & FARMERS BK GREENE CTY,3-0000000855,,,
92663,UNITED BANK OF IOWA,3-0000000958,United Bank Of IA,110461,91.41911094
92671,MORRILL & JANES B&TC,3-0000001143,,,
92693,FRANDSEN BANK AND TRUST,3-0000001399,Frandsen Bank & Trust,93347,90.34101222
92749,CITIZENS STATE BANK NYA,3-0000001933,,,
92781,ROCKY MOUNTAIN B&TC FLORENCE,3-0000003019,,,
92796,FIRST B&T OF MEMPHIS,3-0000003335,,,
92821,MERIT BANK,3-0000004675,,,
92875,DECATUR COUNTY BANK,3-0000006101,,,
92898,RIVERVIEW BANK,3-0000007598,Marysville Bank,155134,100
92916,INDEPENDENCE BK OF KY,3-0000008136,Independent Bank,2022,83.50386635
92945,WATERFORD COMMERCIAL & SAVINGS,3-0000008397,,,
92962,SENTRY BANK,3-0000008546,Century Bank,875,81.06353536
93039,MERCHANTS & FARMERS BANK & TC,3-0000009319,Merchants & Farmers Bank,149274,93.29745226
93047,F & C  BANK,3-0000009378,,,
93102,OHNWARD BANK AND TRUST,3-0000010111,,,
93108,COMMONWEALTH B&TC,3-0000010146,,,
93116,SECURITY STATE BANK OF HIBBING,3-0000010175,,,
93117,FINANCIAL SECURITY BANK,3-0000010176,Financial Security Partners Inc,124389,86.77969447
93119,PRINSBANK,3-0000010191,,,
93146,HYDE PARK BANK & TRUST,3-0000010448,,,
93160,SECURITY BANK AND TRUST COMPAN,3-0000010620,Security Bank & Trust Co,89687,89.77803849
93178,PETEFISH  SKILES & CO,3-0000010829,,,
93201,THE MILTON BANKING COMPANY,3-0000011085,,,
93205,FAMRERS ST BK OF CANTON,3-0000011133,,,
93229,COMMUNITY BANK  ELLISVILLE MS,3-0000011444,,,
93236,HOMEPRIDE BANK,3-0000011466,,,
93237,INTERNATIONAL  BANK,3-0000011492,,,
93255,FIRST STATE BANK OF FORREST,3-0000011669,Heights Bank,147654,100
93302,HIGH POINT B&TC,3-0000012267,,,
93303,THE COWBOY BANK OF TEXAS,3-0000012298,,,
93312,WILLIAMSVILLE ST. BANK & TRUST,3-0000012388,Williamsville State Bank & Trust,100451,94.20358576
93398,FARMERS & STOCKMENS BANK,3-0000013625,,,
93402,THE MIDDLEFIELD BANKING COMPAN,3-0000013716,,,
93419,FARMERS & MRCHS BK OF ST CLAIR,3-0000014056,,,
93421,BLACKHAWK  BANK,3-0000014078,Blackhawk Bank,63733,100
93425,PEOPLES TRUST CO OF ST ALBANS,3-0000014168,Peoples Trust,119994,100
93439,FIDELITY BANK AND TRUST,3-0000014382,,,
93446,UNION ST BK OF WEST SALEM,3-0000014560,,,
93509,PEOPLES SVGS BK OF RHINELAND,3-0000015264,,,
93544,FIRST FARMERS & MRCH ST BK,3-0000015621,First Farmers & Merchants Bank,83596,89.91644292
93556,THE FIRST BANK  ROXTON,3-0000015731,,,
93583,RHINEBECK SVG BANK,3-0000016032,Rhinebeck Savings Bank,33936,88.39691674
93601,BANK OF WOLCOTT,3-0000016201,,,
93603,TEXAS STAR BANK SSB,3-0000016218,,,
93614,HOMESTAR BANK & FNCL SVC,3-0000016375,,,
93621,CITIZENS BANK & TRUST  CO.,3-0000016417,,,
93664,FIRST ARKANSAS BANK AND TRUST,3-0000016849,,,
93674,DELAWARE CTY B & TC,3-0000016940,,,
93687,HOMEBANK TEXAS,3-0000017094,HomeBank TX,103699,85.38522652
93691,SANFORD INSTITUTION FOR SVGS,3-0000017115,Sanford Institution For Savings,70994,94.89453318
93742,BIDDEFORD SAVINGS,3-0000017741,Biddeford Savings Bank,17864,86.4924296
93746,ANDROSOGGIN SVG BK,3-0000017751,Androscoggin Savings Bank,17552,83.85903825
93861,FIRST MIDWEST BANK OF POPLAR B,3-0000019212,,,
93897,CITIZENS B&TC OF VIVIAN  LA,3-0000019744,,,
93940,NORTH MILWAUKEE ST BK,3-0000020364,,,
93952,BLAINE STATE BANK,3-0000020670,Plains State Bank,131358,85.88138047
93964,BANK OF GUAM,3-0000020884,Bank Of GA,213750,82.82016282
93978,AMERICAN MIDWEST BANK,3-0000021272,America West Bank,81731,85.88700492
93993,FIRST PEOPLES BANK OF TENN,3-0000021874,,,
94014,PONY EXPRESS COMMUNITY BANK,3-0000022185,,,
94034,FIRSTSECURE BANK AND TRUST CO.,3-0000022536,,,
94040,CITIZENS BANK OF AMSTERDAM,3-0000022601,,,
94044,NEVADA BANK & TRUST CO,3-0000022669,Nevada Bank & Trust,196811,81.01092518
94055,ANDALUSIA COMMUNITY BANK,3-0000022959,,,
94079,TRIUMPH SAVINGS BANK SSB,3-0000023498,,,
94083,MUNICIPAL TRUST AND SAVINGS BK,3-0000023546,,,
94101,CENTURY BK OK,3-0000024342,Century Bank Of OK,92078,100
94143,THE PITTSFIELD COOPERATIVE BAN,3-0000026393,Pittsfield Cooperative Bank,79953,97.97300605
94156,NORTH SHORE BANK  A CO-OP BANK,3-0000026484,,,
94162,HOMETOWN BANK A CO-OP BK,3-0000026523,,,
94172,SAUGUSBANK  A CO-OP BANK,3-0000026574,,,
94188,HERITAGE BK OF NORTH FL,3-0000026680,,,
94197,GREEN BELT BANK & TRUST,3-0000026760,Green Belt Bank & Trust,65319,91.21508646
94201,TEXAS REGIONAL BANK,3-0000026906,Texas National Bank,8554,83.10169442
94221,ENTERPRISE BANK AND TRUST,3-0000027237,,,
94254,GLEN BURNIE MUTUAL SAVINGS BNK,3-0000027567,,,
94257,FULTON BANK OF NEW JERSEY,3-0000027614,,,
94261,SECURITY BANK S B,3-0000027723,,,
94269,OUR COMMUNITY BANK,3-0000027955,Sound Community Bank,34178,85.06643101
94270,MT WASHINGTON SAVINGS BANK,3-0000027968,,,
94275,CRESSON COMMUNITY BANK,3-0000028134,,,
94278,CINCINNATUS SAVINGS & LOAN,3-0000028157,,,
94303,PULASKI SAVINGS  BANK,3-0000028611,,,
94305,BROOKVILLE B&SA,3-0000028663,,,
94334,SYSTEMATIC SAVINGS BANK,3-0000029143,,,
94339,ARMSTRONG CTY B&LA,3-0000029471,,,
94351,FIRST SAVINGS BK OF HEGEWISCH,3-0000029809,,,
94353,HIBERNIA BANK,3-0000029831,,,
94360,UNION BUILDING & LOAN SVGS BK,3-0000029967,Union Building & Loan Savings Bank,53301,95.15356094
94373,MILLVILLE S&LA,3-0000030183,,,
94374,HOMETOWN  BANK,3-0000030219,,,
94397,FIDELITY S & LA OF BUCKS CTY,3-0000030954,,,
94406,ORIENTAL BK & TC.,3-0000031469,Oriental Bank,185553,87.78365556
94409,CYPRESS BANK  SSB,3-0000031905,,,
94421,UNION SAVING BANK,3-0000032329,Union Savings Bank,8738,96.42815941
94433,BRYAN BANK AND TRUST,3-0000032744,,,
94462,FIRST ST BK OF NW AR,3-0000033470,,,
94471,ROCK CANYON BANK,3-0000033542,,,
94475,BANK HAPOALIM B.M.,3-0000033686,Bank Hapoalim Bm,63568,100
